title,index
Illuminata,2679
Stiff Upper Lips,2680
The Yards,2681
Bowfinger,2682
Brokedown Palace,2683
Detroit Rock City,2684
Alice and Martin,2685
Better Than Chocolate,2686
Head On,2687
Marcello Mastroianni: I Remember,2688
Cobra,2689
Never Talk to Strangers,2690
Heaven Can Wait,2691
The Raven,2692
The Tingler,2693
The Pit and the Pendulum,2694
The Tomb of Ligeia,2695
The Masque of the Red Death,2696
Tales of Terror,2697
Haunted Honeymoon,2698
Cat's Eye,2699
And Now for Something Completely Different,2700
Damien: Omen II,2701
Omen III: The Final Conflict,2702
Airplane!,2703
Airplane II: The Sequel,2704
An American Werewolf in Paris,2705
National Lampoon’s European Vacation,2706
National Lampoon's Vacation,2707
Funny Farm,2708
Big,2709
Problem Child,2710
Problem Child 2,2711
Little Nemo: Adventures In Slumberland,2712
Oscar and Lucinda,2713
Tequila Sunrise,2714
The Pelican Brief,2715
A Christmas Story,2716
Mickey Blue Eyes,2717
Teaching Mrs. Tingle,2718
Universal Soldier: The Return,2719
Universal Soldier,2720
Love Stinks,2721
Perfect Blue,2722
With Friends Like These...,2723
In Too Deep,2724
The Source,2725
The Bat,2726
Iron Eagle,2727
Iron Eagle II,2728
Iron Eagle III,2729
Iron Eagle IV,2730
Three Days of the Condor,2731
Hamlet from the Lunt-Fontanne Theatre,2732
Male and Female,2733
Medicine Man,2734
The Spiders - The Golden Sea,2735
On the Ropes,2736
Rosie,2737
The 13th Warrior,2738
The Astronaut's Wife,2739
Dudley Do-Right,2740
The Muse,2741
Cabaret Balkan,2742
A Dog Of Flanders,2743
The Lost Son,2744
Lucie Aubrac,2745
The Very Thought of You,2746
Chill Factor,2747
Outside Providence,2748
Bedrooms and Hallways,2749
I Woke Up Early The Day I Died,2750
West Beyrouth,2751
Stigmata,2752
Stir of Echoes,2753
Best Laid Plans,2754
"Black Cat, White Cat",2755
The Minus Man,2756
Whiteboyz,2757
The Adventures of Milo and Otis,2758
Only Angels Have Wings,2759
Othello,2760
Queens Logic,2761
Public Access,2762
A Soldier's Story,2763
Alice Sweet Alice,2764
Don't Look in the Basement,2765
Nightmares,2766
I Saw What You Did,2767
Yellow Submarine,2768
American Beauty,2769
Stop Making Sense,2770
Blue Streak,2771
For Love of the Game,2772
Caligula,2773
A Hard Day's Night,2774
Splendor,2775
Sugar Town,2776
The Buddy Holly Story,2777
Fright Night,2778
Fright Night Part 2,2779
La séparation,2780
Barefoot in the Park,2781
Deliverance,2782
Excalibur,2783
Lulu on the Bridge,2784
The Pajama Game,2785
Sommersby,2786
Thumbelina,2787
Tommy,2788
Hell Night,2789
Armour of God II: Operation Condor,2790
Armour of God,2791
Double Jeopardy,2792
Jakob the Liar,2793
Mumford,2794
Dog Park,2795
Guinevere,2796
The Adventures of Elmo in Grouchland,2797
Simon Sez,2798
Drive Me Crazy,2799
"Mystery, Alaska",2800
Three Kings,2801
"Happy, Texas",2802
New Rose Hotel,2803
Plunkett & MacLeane,2804
Romance,2805
Napoleon and Samantha,2806
Alvarez Kelly,2807
And the Ship Sails On,2808
The Dark Half,2809
Gulliver's Travels,2810
Monkey Shines,2811
Phantasm,2812
Psycho II,2813
Psycho III,2814
Rain,2815
Sanjuro,2816
Random Hearts,2817
Superstar,2818
Boys Don't Cry,2819
"Five Wives, Three Secretaries and Me",2820
L'ennui,2821
The Grandfather,2822
The Limey,2823
The Mating Habits of the Earthbound Human,2824
Molly,2825
Risky Business,2826
Total Recall,2827
Body Heat,2828
Ferris Bueller's Day Off,2829
The Year of Living Dangerously,2830
Children of Paradise,2831
High Plains Drifter,2832
Hang 'em High,2833
Citizen's Band,2834
Drunken Master,2835
The Conformist,2836
Hairspray,2837
Brief Encounter,2838
The Razor's Edge,2839
Reds,2840
Return with Honor,2841
Time of the Gypsies,2842
Days of Heaven,2843
The Fire Within,2844
El Amor Brujo,2845
The Lady Eve,2846
Sullivan's Travels,2847
The Palm Beach Story,2848
Man Facing Southeast,2849
Niagara,2850
Gilda,2851
South Pacific,2852
Flashdance,2853
Indochine,2854
The Dirty Dozen,2855
Mike's Murder,2856
Help!,2857
Goldfinger,2858
From Russia with Love,2859
Dr. No,2860
The Blue Lagoon,2861
A Fistful of Dollars,2862
Hard Eight,2863
Home Alone 2: Lost in New York,2864
Penitentiary,2865
Penitentiary II,2866
Someone to Watch Over Me,2867
Sparrows,2868
Naturally Native,2869
Fight Club,2870
Beefcake,2871
The Story of Us,2872
Fever Pitch,2873
Joe the King,2874
Julien Donkey-Boy,2875
The Omega Code,2876
The Straight Story,2877
The Bad Seed,2878
Time Bandits,2879
A Man and a Woman,2880
Fitzcarraldo,2881
All That Jazz,2882
Red Sorghum,2883
Crimes and Misdemeanors,2884
Bats,2885
The Best Man,2886
Bringing Out the Dead,2887
Crazy in Alabama,2888
Three to Tango,2889
Body Shots,2890
Men Cry Bullets,2891
Brother Can You Spare A Dime,2892
The Guardian,2893
The Ipcress File,2894
On Any Sunday,2895
RoboCop,2896
RoboCop 2,2897
Who Framed Roger Rabbit,2898
Melvin and Howard,2899
For Your Eyes Only,2900
Licence to Kill,2901
Live and Let Die,2902
Rawhead Rex,2903
Thunderball,2904
The City,2905
House on Haunted Hill,2906
Music of the Heart,2907
Being John Malkovich,2908
Dreaming of Joseph Lees,2909
Man Of The Century,2910
Princess Mononoke,2911
The Suburbans,2912
My Best Fiend,2913
Train of Life,2914
The Bachelor,2915
The Bone Collector,2916
The Insider,2917
American Movie,2918
Last Night,2919
Portraits Chinois,2920
Rosetta,2921
"They Shoot Horses, Don't They?",2922
Battling Butler,2923
Bride of Re-Animator,2924
Bustin' Loose,2925
Coma,2926
Creepshow,2927
Creepshow 2,2928
Re-Animator,2929
Drugstore Cowboy,2930
Falling Down,2931
The Funhouse,2932
The General,2933
My Best Girl,2934
Piranha,2935
Rough Night in Jericho,2936
Slaughterhouse,2937
The Taming of the Shrew,2938
Nighthawks,2939
Yojimbo,2940
Repossessed,2941
The Omega Man,2942
Spaceballs,2943
Robin Hood,2944
Mister Roberts,2945
Quest for Fire,2946
Little Big Man,2947
A Face in the Crowd,2948
Trading Places,2949
Meatballs,2950
Meatballs Part II,2951
Meatballs III: Summer Job,2952
Meatballs 4,2953
Dead Again,2954
Peter's Friends,2955
The Incredibly True Adventure of Two Girls In Love,2956
Experience Preferred...But Not Essential,2957
Under the Rainbow,2958
How I Won the War,2959
Light It Up,2960
Anywhere But Here,2961
Dogma,2962
The Messenger: The Story of Joan of Arc,2963
Pokémon: The First Movie: Mewtwo Strikes Back,2964
Felicia's Journey,2965
Oxygen,2966
Where's Marlowe?,2967
The Ape,2968
British Intelligence,2969
The Commitments,2970
Holiday Inn,2971
The Longest Day,2972
Poison Ivy,2973
Poison Ivy: The New Seduction,2974
Ten Benny,2975
Tora! Tora! Tora!,2976
Women on the Verge of a Nervous Breakdown,2977
The Verdict,2978
The Effect of Gamma Rays on Man-in-the-Moon Marigolds,2979
The Adventures of Buckaroo Banzai Across the 8th Dimension,2980
Stand and Deliver,2981
Moonstruck,2982
The Sandpiper,2983
Jeremiah Johnson,2984
Repulsion,2985
Irma la Douce,2986
42 Up,2987
Liberty Heights,2988
Mansfield Park,2989
"Goodbye, 20th Century",2990
Sleepy Hollow,2991
The World Is Not Enough,2992
All About My Mother,2993
Home Page,2994
The Living Dead Girl,2995
Babes in Toyland,2996
Scrooged,2997
Harvey,2998
Bicycle Thieves,2999
Matewan,3000
Kagemusha,3001
47 Samurai,3002
McCabe & Mrs. Miller,3003
Maurice,3004
The Grapes of Wrath,3005
My Man Godfrey,3006
The Shop Around the Corner,3007
The Natural,3008
Shampoo,3009
A River Runs Through It,3010
Fatal Attraction,3011
Jagged Edge,3012
Stanley & Iris,3013
Midnight Run,3014
Awakenings,3015
Come See the Paradise,3016
Backdraft,3017
The Fisher King,3018
The River,3019
Country,3020
Places in the Heart,3021
"'night, Mother",3022
End of Days,3023
Toy Story 2,3024
Flawless,3025
Miss Julie,3026
Ride with the Devil,3027
Tumbleweeds,3028
A Bay of Blood,3029
The Distinguished Gentleman,3030
The Hitch-Hiker,3031
Santa Fe Trail,3032
Lauderdale,3033
Agnes Browne,3034
The End of the Affair,3035
The End of the Affair,3036
Holy Smoke!,3037
A Map of the World,3038
Sweet and Lowdown,3039
The Bonfire of the Vanities,3040
Broadway Damage,3041
Daddy-Long-Legs,3042
Go West,3043
Grand Illusion,3044
The Great Santini,3045
The James Dean Story,3046
The Sea Wolves,3047
Stealing Home,3048
Tarzan the Fearless,3049
Three Ages,3050
The Two Jakes,3051
U2: Rattle and Hum,3052
Hell in the Pacific,3053
The Glass Bottom Boat,3054
Cradle Will Rock,3055
Deuce Bigalow: Male Gigolo,3056
The Green Mile,3057
The Cider House Rules,3058
Diamonds,3059
The War Zone,3060
The Bat Whispers,3061
The Last Picture Show,3062
The 7th Voyage of Sinbad,3063
Blood on the Sun,3064
Anna and the King,3065
Bicentennial Man,3066
Stuart Little,3067
The Emperor and the Assassin,3068
Fantasia 2000,3069
Magnolia,3070
Onegin,3071
Simpatico,3072
Topsy-Turvy,3073
The Alley Cats,3074
Boiling Point,3075
Brenda Starr,3076
Carnal Knowledge,3077
Easy Rider,3078
The Falcon and the Snowman,3079
Hi-Yo Silver,3080
Room at the Top,3081
Ulysses,3082
Any Given Sunday,3083
Man on the Moon,3084
Galaxy Quest,3085
The Talented Mr. Ripley,3086
Next Friday,3087
The Hurricane,3088
Angela's Ashes,3089
Play It to the Bone,3090
Titus,3091
"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr.",3092
The Third Miracle,3093
Montana,3094
Snow Falling on Cedars,3095
"Girl, Interrupted",3096
Trans,3097
The Life and Times of Hank Greenberg,3098
My Dog Skip,3099
Supernova,3100
The Quarry,3101
The Terrorist,3102
The Way We Were,3103
Tess of the Storm Country,3104
Stalag 17,3105
The Presidio,3106
Papillon,3107
Pal Joey,3108
The Last Detail,3109
Five Easy Pieces,3110
Even Dwarfs Started Small,3111
Dead Calm,3112
The Boys from Brazil,3113
Black Sunday,3114
Against All Odds,3115
The Snows of Kilimanjaro,3116
National Lampoon's Loaded Weapon 1,3117
The Loves of Carmen,3118
Fast Times at Ridgemont High,3119
A Cry in the Dark,3120
Born to Win,3121
Batman: Mask of the Phantasm,3122
American Flyers,3123
Voyage of the Damned,3124
Vampyros Lesbos,3125
A Star Is Born,3126
Poison,3127
Pacific Heights,3128
Night Tide,3129
The Draughtsman's Contract,3130
Carmen,3131
A Zed & Two Noughts,3132
Woman in the Dunes,3133
Down to You,3134
Hellhounds on My Trail: The Afterlife of Robert Johnson,3135
"Not Love, Just Frenzy",3136
Wirey Spindell,3137
Another Man's Poison,3138
The Odessa File,3139
The Saphead,3140
Seven Chances,3141
Smashing Time,3142
Train Ride to Hollywood,3143
Where the Buffalo Roam,3144
Zachariah,3145
Kestrel's Eye,3146
Eye of the Beholder,3147
Isn't She Great,3148
The Big Tease,3149
The Cup,3150
Santitos,3151
Encino Man,3152
The Goodbye Girl,3153
I Am Cuba,3154
Malcolm X,3155
Sister Act,3156
Sister Act 2: Back in the Habit,3157
The Hand that Rocks the Cradle,3158
Alive,3159
Agnes of God,3160
Scent of a Woman,3161
Wayne's World,3162
Wayne's World 2,3163
A League of Their Own,3164
Patriot Games,3165
The Bodyguard,3166
Death Becomes Her,3167
Far and Away,3168
Howards End,3169
Singles,3170
Twin Peaks: Fire Walk with Me,3171
White Men Can't Jump,3172
Buffy the Vampire Slayer,3173
Hard Boiled,3174
Man Bites Dog,3175
El Mariachi,3176
Stop! Or My Mom Will Shoot,3177
Forever Young,3178
The Cutting Edge,3179
Of Mice and Men,3180
Bad Lieutenant,3181
Scream 3,3182
Single White Female,3183
The Boondock Saints,3184
Gun Shy,3185
Beloved/Friend,3186
Gendernauts: A Journey Through Shifting Identities,3187
Knockout,3188
The Baby,3189
The Brandon Teena Story,3190
Different for Girls,3191
Minnie and Moskowitz,3192
They Might Be Giants,3193
The Beach,3194
Snow Day,3195
The Tigger Movie,3196
Cotton Mary,3197
Not One Less,3198
Soft Toilet Seats,3199
Trois,3200
The Big Combo,3201
Conceiving Ada,3202
Eaten Alive,3203
Raining Stones,3204
"To Sir, with Love",3205
With Byrd at the South Pole,3206
Boiler Room,3207
Hanging Up,3208
Pitch Black,3209
The Whole Nine Yards,3210
Beautiful People,3211
Black Tar Heroin: The Dark End of the Street,3212
Blue Collar,3213
Bluebeard,3214
The Circus,3215
City Lights,3216
The Flamingo Kid,3217
A Dog's Life,3218
The Kid,3219
The Man from Laramie,3220
The Wild McCullochs,3221
Class Reunion,3222
The Big Trees,3223
Happy Go Lovely,3224
Reindeer Games,3225
Wonder Boys,3226
Deterrence,3227
Judy Berlin,3228
Mifune,3229
The Waiting Game,3230
3 Strikes,3231
Chain of Fools,3232
Drowning Mona,3233
The Next Best Thing,3234
What Planet Are You From?,3235
Beyond the Mat,3236
Ghost Dog: The Way of the Samurai,3237
The Year My Voice Broke,3238
Splendor in the Grass,3239
My Tutor,3240
The Legend of Lobo,3241
The Killing of Sister George,3242
Key Largo,3243
Jail Bait,3244
It Happened Here,3245
I'll Never Forget What's'isname,3246
For All Mankind,3247
Cross of Iron,3248
Bride of the Monster,3249
Born Yesterday,3250
Birdy,3251
And God Created Woman,3252
Blood Feast,3253
"Charlie, the Lonesome Cougar",3254
Color Me Blood Red,3255
Never Cry Wolf,3256
The Night Visitor,3257
The Perils of Pauline,3258
A Raisin in the Sun,3259
Two Thousand Maniacs!,3260
Brown's Requiem,3261
The Closer You Get,3262
Mission to Mars,3263
The Ninth Gate,3264
Condo Painting,3265
East/West,3266
Defending Your Life,3267
Breaking Away,3268
Hoosiers,3269
Bull Durham,3270
Dog Day Afternoon,3271
American Graffiti,3272
The Asphalt Jungle,3273
The Searchers,3274
The Devil's Brigade,3275
The Big Country,3276
Any Number Can Win,3277
Betrayed,3278
Bound for Glory,3279
The Bridge at Remagen,3280
Buck and the Preacher,3281
Daughters of the Dust,3282
Destination Moon,3283
The Fantastic Night,3284
Hangmen Also Die!,3285
The Ogre,3286
On the Beach,3287
Railroaded!,3288
Slaves to the Underground,3289
Song of Freedom,3290
Big Fella,3291
The Taking of Pelham One Two Three,3292
Volunteers,3293
JFK,3294
Who's Harry Crumb?,3295
Harry and the Hendersons,3296
Let's Get Harry,3297
Shanghai Surprise,3298
Who's That Girl,3299
She-Devil,3300
Date With an Angel,3301
Blind Date,3302
Nadine,3303
The Muppet Movie,3304
The Great Muppet Caper,3305
The Muppets Take Manhattan,3306
Sesame Street Presents Follow That Bird,3307
We're Back! A Dinosaur's Story,3308
Baby: Secret of the Lost Legend,3309
Turtle Diary,3310
Raise the Titanic,3311
Titanic,3312
A Night to Remember,3313
Captain Horatio Hornblower R.N.,3314
The Carriers Are Waiting,3315
Erin Brockovich,3316
Final Destination,3317
Soft Fruit,3318
Babymother,3319
The Bear,3320
Impact,3321
Love Is a Many-Splendored Thing,3322
Mirror,3323
The Crimson Pirate,3324
Thelma & Louise,3325
Something For Everyone,3326
...And Justice for All,3327
Animal House,3328
She's Gotta Have It,3329
School Daze,3330
Do the Right Thing,3331
Mo' Better Blues,3332
Jungle Fever,3333
Coogan's Bluff,3334
The Champ,3335
Creature Comforts,3336
Death Wish,3337
Death Wish 2,3338
Death Wish 3,3339
Death Wish 4: The Crackdown,3340
Death Wish 5: The Face of Death,3341
Double Indemnity,3342
Dying Young,3343
Cool as Ice,3344
Teenage Mutant Ninja Turtles,3345
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,3346
Teenage Mutant Ninja Turtles III,3347
Red Dawn,3348
Band of the Hand,3349
Born American,3350
Bloodsport,3351
Eyes of Laura Mars,3352
Funny Bones,3353
The Good Earth,3354
"Good Morning, Vietnam",3355
The Good Mother,3356
Grumpy Old Men,3357
Guess Who's Coming to Dinner,3358
Romeo Must Die,3359
Here On Earth,3360
Whatever It Takes,3361
Buddy Boy,3362
The Color of Paradise,3363
Waking the Dead,3364
Blood and Sand,3365
Gothic,3366
Hillbillys in a Haunted House,3367
Lord of the Flies,3368
Modern Times,3369
National Lampoon's Last Resort,3370
Solar Crisis,3371
That's Life!,3372
Heart and Souls,3373
Hud,3374
The Hustler,3375
Inherit the Wind,3376
Dersu Uzala,3377
Close Encounters of the Third Kind,3378
The City of the Dead,3379
Jonah Who Will Be 25 in the Year 2000,3380
Retroactive,3381
A Place in the Sun,3382
Jacob's Ladder,3383
Empire Records,3384
La Bamba,3385
Ladyhawke,3386
Lucas,3387
High Fidelity,3388
The Road to El Dorado,3389
The Skulls,3390
Autopsy,3391
Devil Girl from Mars,3392
El Dorado,3393
The Hideous Sun Demon,3394
Hook,3395
Horror Express,3396
My Chauffeur,3397
The Son of the Sheik,3398
Torso,3399
True Grit,3400
Roadside Prophets,3401
Madame Sousatzka,3402
Max Dugan Returns,3403
Midnight Express,3404
Misery,3405
Mr. Saturday Night,3406
Murphy's Romance,3407
My Life,3408
Solaris,3409
Network,3410
No Way Out,3411
North Dallas Forty,3412
The Odd Couple,3413
The Outlaw Josey Wales,3414
Black and White,3415
Frequency,3416
Ready to Rumble,3417
Return to Me,3418
Rules of Engagement,3419
Joe Gould's Secret,3420
Me Myself I,3421
"Bell, Book and Candle",3422
The Bells,3423
The End of Violence,3424
Force 10 from Navarone,3425
How to Stuff a Wild Bikini,3426
Mystery Train,3427
Sacco & Vanzetti,3428
Taffin,3429
Arthur,3430
Bachelor Party,3431
Parenthood,3432
Predator,3433
The Prince of Tides,3434
The Postman Always Rings Twice,3435
Smoking / No Smoking,3436
All the Vermeers in New York,3437
An Actor's Revenge,3438
28 Days,3439
American Psycho,3440
Keeping the Faith,3441
Where the Money is,3442
East Is East,3443
The Filth and the Fury,3444
Passion of Mind,3445
Third World Cop,3446
Coming Apart,3447
Diner,3448
Shakes the Clown,3449
Cabaret,3450
What Ever Happened to Baby Jane?,3451
Prick Up Your Ears,3452
Auntie Mame,3453
Guys and Dolls,3454
The Hunger,3455
Marathon Man,3456
Caddyshack,3457
Gossip,3458
Love & Basketball,3459
U-571,3460
The Virgin Suicides,3461
Jennifer Eight,3462
The Law,3463
Limelight,3464
Empire of Passion,3465
Stacy's Knights,3466
Committed,3467
The Crow: Salvation,3468
The Flintstones in Viva Rock Vegas,3469
Where the Heart Is,3470
The Big Kahuna,3471
Bossa Nova,3472
Smiling Fish & Goat On Fire,3473
The Idiots,3474
The Last September,3475
Timecode,3476
Carnosaur,3477
Carnosaur 2,3478
Carnosaur 3: Primal Species,3479
Defying Gravity,3480
The Hidden,3481
Two Moon Junction,3482
Gladiator,3483
I Dreamed of Africa,3484
Up at the Villa,3485
Human Traffic,3486
"Jails, Hospitals & Hip-Hop",3487
Black Tights,3488
Breathless,3489
The Great Locomotive Chase,3490
The Idolmaker,3491
Inferno,3492
The King of Marvin Gardens,3493
"The Nibelungs, Tale 1: Siegfried",3494
The Lords of Flatbush,3495
Mr. Mom,3496
Time Masters,3497
Battlefield Earth,3498
Center Stage,3499
Held Up,3500
Screwed,3501
Whipped,3502
Hamlet,3503
Anchors Aweigh,3504
Blue Hawaii,3505
The Castaway Cowboy,3506
G.I. Blues,3507
The Gay Deceivers,3508
Gypsy,3509
King Creole,3510
On the Town,3511
One Little Indian,3512
Pee-wee's Big Adventure,3513
Regret to Inform,3514
Roustabout,3515
Saludos Amigos,3516
The Slipper and the Rose,3517
Things Change,3518
Honeymoon in Vegas,3519
Dinosaur,3520
Loser,3521
Road Trip,3522
Small Time Crooks,3523
The Hollywood Knights,3524
The Myth Of Fingerprints,3525
Possession,3526
The Twelve Chairs,3527
Mission: Impossible II,3528
Shanghai Noon,3529
Better Living Through Circuitry,3530
8 ½ Women,3531
Carnival of Souls,3532
Flying Tigers,3533
The Gold Rush,3534
Lisa and the Devil,3535
It's in the Water,3536
Monsieur Verdoux,3537
On Her Majesty's Secret Service,3538
Seven Days in May,3539
The Spy Who Loved Me,3540
Those Who Love Me Can Take the Train,3541
Vagabond,3542
Moonraker,3543
The Man with the Golden Gun,3544
A King in New York,3545
A Woman of Paris,3546
In Old California,3547
The Fighting Seabees,3548
Dark Command,3549
Cléo from 5 to 7,3550
Big Momma's House,3551
Running Free,3552
The Abominable Snowman,3553
American Gigolo,3554
Anguish,3555
The Blood Spattered Bride,3556
City of the Living Dead,3557
The Endless Summer,3558
The Guns of Navarone,3559
La Grande Bouffe,3560
Lured,3561
Pandora and the Flying Dutchman,3562
Quatermass and the Pit,3563
Quatermass II,3564
Puppet Master,3565
Puppet Master II,3566
Puppet Master III Toulon's Revenge,3567
Puppet Master 4,3568
Puppet Master 5: The Final Chapter,3569
Curse of the Puppet Master,3570
Retro Puppet Master,3571
Rent-a-Cop,3572
Romeo and Juliet,3573
Stay Tuned,3574
The Story of G.I. Joe,3575
Blazing Saddles,3576
Benji,3577
Benji the Hunted,3578
For the Love of Benji,3579
White Christmas,3580
Eraserhead,3581
Baraka,3582
The Man with the Golden Arm,3583
The Decline of Western Civilization,3584
The Decline of Western Civilization Part II: The Metal Years,3585
For a Few Dollars More,3586
Magnum Force,3587
Blood Simple,3588
The Fabulous Baker Boys,3589
Prizzi's Honor,3590
Flatliners,3591
Gandahar,3592
Porky's,3593
Porky's II: The Next Day,3594
Porky's 3: Revenge,3595
Private School,3596
Class of Nuke 'Em High,3597
The Toxic Avenger,3598
The Toxic Avenger Part II,3599
The Toxic Avenger Part III: The Last Temptation of Toxie,3600
Night of the Creeps,3601
Predator 2,3602
The Running Man,3603
Starman,3604
The Brother from Another Planet,3605
Alien Nation,3606
Mad Max,3607
Mad Max 2: The Road Warrior,3608
Mad Max Beyond Thunderdome,3609
Bird on a Wire,3610
Angel Heart,3611
Nine 1/2 Weeks,3612
Firestarter,3613
Sleepwalkers,3614
Action Jackson,3615
Sarafina!,3616
Soapdish,3617
The Long Walk Home,3618
Clara's Heart,3619
Burglar,3620
Fatal Beauty,3621
Gone in Sixty Seconds,3622
American Pimp,3623
Love's Labour's Lost,3624
Sunshine,3625
Trixie,3626
American Virgin,3627
Hamlet,3628
Coming Home,3629
American Pop,3630
Assault on Precinct 13,3631
Near Dark,3632
One False Move,3633
Shaft,3634
The Conversation,3635
Cutter's Way,3636
The Fury,3637
The Paper Chase,3638
Prince of the City,3639
Serpico,3640
Ace in the Hole,3641
Lonely Are the Brave,3642
The Sugarland Express,3643
Trouble in Paradise,3644
Big Trouble in Little China,3645
Badlands,3646
Battleship Potemkin,3647
Boys and Girls,3648
Shaft,3649
Titan A.E.,3650
Butterfly,3651
Jesus' Son,3652
The Match,3653
Time Regained,3654
Boricua's Bond,3655
Chicken Run,3656
"Me, Myself & Irene",3657
The Patriot,3658
The Adventures of Rocky & Bullwinkle,3659
The Perfect Storm,3660
The Golden Bowl,3661
Asylum,3662
Communion,3663
Fun & Fancy Free,3664
The Kentucky Fried Movie,3665
Bound by Honor,3666
Daughter of Dr. Jekyll,3667
F/X,3668
F/X2,3669
The Hot Spot,3670
Missing in Action,3671
Missing in Action 2: The Beginning,3672
Braddock: Missing in Action III,3673
Thunderbolt and Lightfoot,3674
Dreamscape,3675
The Golden Voyage of Sinbad,3676
Hatchet for the Honeymoon,3677
House Party,3678
House Party 2,3679
Make Mine Music,3680
Melody Time,3681
Nekromantik,3682
On Our Merry Way,3683
Project Moon Base,3684
Rocketship X-M,3685
Shaft in Africa,3686
Shaft's Big Score!,3687
Croupier,3688
The Kid,3689
Scary Movie,3690
But I'm a Cheerleader,3691
Shower,3692
Blow-Up,3693
The Pawnbroker,3694
Groove,3695
Footloose,3696
Duel in the Sun,3697
X-Men,3698
Chuck & Buck,3699
The Five Senses,3700
The Wisdom of Crocodiles,3701
The In Crowd,3702
What Lies Beneath,3703
Pokémon: The Movie 2000,3704
Criminal Lovers,3705
Anatomy of a Murder,3706
Freejack,3707
Greaser's Palace,3708
H.O.T.S.,3709
Knightriders,3710
Mackenna's Gold,3711
Sinbad and the Eye of the Tiger,3712
Two Women,3713
What About Bob?,3714
White Sands,3715
Breaker Morant,3716
Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,3717
Interiors,3718
Love and Death,3719
The Official Story,3720
The Other Side of Sunday,3721
Pot o' Gold,3722
Tampopo,3723
Thomas and the Magic Railroad,3724
Nutty Professor II: The Klumps,3725
The Girl on the Bridge,3726
Wonderland,3727
Autumn in New York,3728
Coyote Ugly,3729
Hollow Man,3730
Space Cowboys,3731
Better Living,3732
Mad About Mambo,3733
Psycho Beach Party,3734
Saving Grace,3735
Black Sabbath,3736
The Brain That Wouldn't Die,3737
Bronco Billy,3738
The Crush,3739
Kelly's Heroes,3740
Phantasm II,3741
Phantasm III: Lord of the Dead,3742
Phantasm IV: Oblivion,3743
Pumpkinhead,3744
Air America,3745
Sleepaway Camp,3746
Steel Magnolias,3747
...And God Created Woman,3748
Easy Money,3749
Ilsa: She Wolf of the SS,3750
Silent Fall,3751
The Spiral Staircase,3752
What Ever Happened to Aunt Alice?,3753
Margaret Cho: I'm the One That I Want,3754
The Tao of Steve,3755
The Tic Code,3756
Aimee & Jaguar,3757
An Affair of Love,3758
The Autumn Heart,3759
Bless the Child,3760
Cecil B. Demented,3761
The Eyes of Tammy Faye,3762
The Opportunists,3763
The Replacements,3764
About Adam,3765
The Cell,3766
Godzilla 2000,3767
The Original Kings of Comedy,3768
Sunset Strip,3769
All the Rage,3770
The Naked Gun: From the Files of Police Squad!,3771
The Naked Gun 2½: The Smell of Fear,3772
Our Town,3773
Shane,3774
"Suddenly, Last Summer",3775
Cat Ballou,3776
A Couch in New York,3777
The Devil Rides Out,3778
Jerry and Tom,3779
Supergirl,3780
X: The Unknown,3781
The Art of War,3782
The Ballad of Ramblin' Jack,3783
Phish: Bittersweet Motel,3784
Bring It On,3785
Catfish in Black Bean Sauce,3786
The Crew,3787
Love & Sex,3788
Steal This Movie,3789
Went to Coney Island on a Mission from God... Be Back by Five,3790
Skipped Parts,3791
Highlander: Endgame,3792
Backstage,3793
Turn It Up,3794
Anatomy,3795
Nurse Betty,3796
Alone,3797
The Watcher,3798
The Way of the Gun,3799
Almost Famous,3800
Bait,3801
Circus,3802
Crime + Punishment in Suburbia,3803
Duets,3804
Goya in Bordeaux,3805
Urbania,3806
Uninvited Guest,3807
The Specials,3808
Under Suspicion,3809
Prince of Central Park,3810
Urban Legends: Final Cut,3811
Woman on Top,3812
Dancer in the Dark,3813
Best in Show,3814
Beautiful,3815
Barenaked in America,3816
The Broken Hearts Club: A Romantic Comedy,3817
Girlfight,3818
Remember the Titans,3819
Hellraiser,3820
Hellbound: Hellraiser II,3821
Hellraiser III: Hell on Earth,3822
"Faraway, So Close!",3823
Beach Party,3824
Bikini Beach,3825
Return of the Fly,3826
Pajama Party,3827
Stranger Than Paradise,3828
Voyage to the Bottom of the Sea,3829
Fantastic Voyage,3830
Abbott and Costello Meet Frankenstein,3831
The Bank Dick,3832
Creature from the Black Lagoon,3833
The Giant Gila Monster,3834
The Invisible Man,3835
The Killer Shrews,3836
Kronos,3837
Phantom of the Opera,3838
Runaway,3839
The Slumber Party Massacre,3840
Slumber Party Massacre II,3841
Slumber Party Massacre III,3842
Sorority House Massacre,3843
Sorority House Massacre II,3844
Bamboozled,3845
Bootmen,3846
Digimon: The Movie,3847
Get Carter,3848
Get Carter,3849
Meet the Parents,3850
Requiem for a Dream,3851
Tigerland,3852
Two Family House,3853
The Contender,3854
Dr. T and the Women,3855
Just Looking,3856
The Ladies Man,3857
Lost Souls,3858
Billy Jack,3859
Billy Jack Goes to Washington,3860
The Time Machine,3861
Haunted,3862
Ghoulies,3863
Ghoulies II,3864
The Unsinkable Molly Brown,3865
The Adventures of Ichabod and Mr. Toad,3866
The Strange Love of Martha Ivers,3867
Detour,3868
Billy Elliot,3869
Bedazzled,3870
